document_id,source_path,filename,extension,size_bytes,modified_iso,sha256,duplicate_group,count,unit,category,likely_client,service_area,sensitivity_risk,sensitivity_reason,embedded_title_or_error,sample_text
DOC-011,C:\Users\User\Desktop\180 deliverables\180DC Deliverable 2.pptx,180DC Deliverable 2.pptx,.pptx,19680147,2026-07-04T14:01:30+02:00,94ebdfa9211fec092419027b57f653f9c99aa9865d9ee9d362f8ddafff37eedf,,13,slide,consulting deliverable,unresolved,sustainability / circular economy; business plan / financial; strategy,high,commercial/financial data; client analysis and recommendations,,"Soil & More International x 180DC Premium Pricing Strategy Development PRESENTATION OVERVIEW Ways to strengthen credit attributes Differentiation tactics Pricing strategy Team Lead Rafael Pinto Consultant Tan Dabbagh Consultant Paul Avato Consultant Sebastian Falcone Consultant Aaron Soukas Ways to s trengthen credit attributes Retroactive GS, CCB, and SD VISta Certification Not Permitted for Existing VERs Registry/Label Possibility of Recertification Explanation Gold Standard Not possible While Gold Standard did allow retroactive certification for pre-2012 credits, the deadline for the submission of initial documentation was 2017 for agricultural projects. CCB (Climate, Community & Biodiversity Label) Not possible CCB labels which certify co-benefits can only be retroactively added to VCUs (Verified Carbon units certified by Verra) and are thus incompatible with both the VER credits from S&P Global and Credible Carbon. SD VIsta Not possible The SD Vista label (also administered by Verra) requires credits to be generated entirely during the monitoring period, which includes an SD Vista assessment procedure and on-site audits. Differentiation tactics"
DOC-012,C:\Users\User\Desktop\180 deliverables\180DC Project Tracker — Complete File Library.pdf,180DC Project Tracker — Complete File Library.pdf,.pdf,634695,2026-07-04T07:18:20+02:00,106885e496b7d7ba73e9ea0986cfafba9adefc7f6c4e753be8cd7d7a7dda6461,,36,page,contract/agreement,23plusone,impact measurement; sustainability / circular economy; brand / marketing,high,legal terms/signatures; possible personal/contact or confidential data,180DC Project Tracker — Complete File Library,180DC Project Tracker — Complete File Library Subul Impact Consulting Project Brief: ● Subul Impact Outsourcing Project Brief 2.pdf Client Contract/Services Agreement: ● SUBUL_180DC Service Agreement.pdf Sanitised Deliverables: ● Pitch Deck for Appyad.pdf Eco-Logic Thailand Project Brief: ● Eco-Logic Thailand Project Brief.pdf Client Contract/Services Agreement: ● Eco-Logic x 180DC Service Agreement.pdf Sanitised Deliverables: ● Eco-Logic Full Project.pdf Kevlinx Project Brief: ● Kevlinx Project Brief.pdf Client Contract/Services Agreement: ● Kevlinx x 180DC Service Agreement.pdf Link to Project Files: ● 180DC x Kevlinx Full Project.pdf 8Energies Project Brief: ● 8Energies Project Brief.pdf Client Contract/Services Agreement: ● Service Agreement 8Energies_signed.pdf Link to Project Files: ● Deliverable 1 - 180DC x 8Energies.pdf ● Deliverable 2.pdf Greenhouse for the Future Sanitised Deliverables: ● distributionTGT.pdf ● Deliverable2.pdf The Ocean Cleanup Project Brief: ● Project deﬁnition for TOC.pdf 23plusone Project Brief: ● 23plusone Project Brief - Members.pdf Client Contract/Services Agreement: ● 23plusone_x_180DC_Service_Agreement.pdf Edge Video Client Contract/Services Agreement: ● Type A Services Agreement - Edge Video BV.pdf Acceleration Bay Client Contract/Services Agreement: ● Type A Services Agreement - Acceleration Bay LLC.pdf SlimBox Project Brief: ● Slimbox_180DC_Project_Proposal.pdf Client Contract/Services Agreement: ● Contract Signed.pdf Link to Project Files: ● Slimbox_180DC_Project_Proposal.pdf Sanitised Deliverables: ● Deliverable1-SlimBox_180DC.pptx ● Deliverable2-SlimBox.pptx ● Report about emissions calculator.pdf ● SLIMBOX: THE EMISSION CALCULATOR.xlsx ● SlimBox-Deliverable3.pdf Veridi Technologies Project Brief: ● Veridi_180DC_Project_Proposal.docx Client Contract/Services Agreement: ● Veridi_contract.pdf Sanitised Deliverables: ● Deliverable1.pptx ● Deliverable2.pptx ● Deliverable21.pptx Better Future Factory Project Brief: ● BetterFutureF
DOC-013,C:\Users\User\Desktop\180 deliverables\180DC x BCI Final Report 25_26.pdf,180DC x BCI Final Report 25_26.pdf,.pdf,4036698,2026-07-04T14:01:14+02:00,d75ef0e6aa7eb2eb5ec9687e09c11f0fa25cb4e97ae788b17cddbc318b9156e9,,31,page,consulting deliverable,BCI,sustainability / circular economy; operations / procurement; business plan / financial,medium,client analysis and recommendations,Final Report - Google Docs,"Barefoot College International x 180 Degrees Consulting Delft-Rotterdam Building livelihoods, brightening the future for women 2025/26 Executive Summary This report presents the main results of the project between 180 Degrees Consulting Delft-Rotterdam and Barefoot College International (BCI). The main purpose of this project was to strengthen women-led livelihoods in the Isles de Saloum region of Senegal. Firstly, this report highlights key regional challenges, while also recognizing the crucial role of women in local economic and social systems. Based on the data derived from this initial analysis, the report identifies sustainable oyster harvesting and beekeeping as priority livelihoods, supported by regenerative agriculture, baobab processing, eco-tourism, and skills-based enterprises. It was found that phased implementation plans, performance benchmarks, and sufficient financing are essential to support scalable and resilient development. Overall, the report recommends an integrated livelihood portfolio that strengthens women’s economic independence while protecting the region’s unique ecosystem. 180 Degrees Consulting 2 Table of Contents Executive Summary 2 Table of Contents 3 The Consultant Team 4 General Context 5 Exploring Current and New Livelihoods 7 Exploring current livelihoods 7 Exploring new livelihoods 10 Applicability of current and new livelihoods for the Isles de Saloum region 13 Applicability of the new and existing livelihoods in other regions that BCI works in 15 Implementation Plan for the New and the Current Livelihoods in the Isles de Saloum Region 17 The Role of BCI in implementing livelihoods 17 New livelihoods - general implementation plan 18 Current livelihoods - general implementation plan 20 New Potential Solar Projects and Financing Partners 22 Solar projects and financing partners in Senegal 22 Solar projects and financing partners in West Africa 24 Conclusion & Mission Alignment 25 Disclaimer 26 180 Degrees Consulting 3 The Consulta"
DOC-014,C:\Users\User\Desktop\180 deliverables\180DC x Circular IQ - Deliverable 1 Deck.pptx,180DC x Circular IQ - Deliverable 1 Deck.pptx,.pptx,11885893,2026-07-04T13:59:14+02:00,f77a87b395714f86fa55b9fe3bb691a0d44f8ca8f35371a29a6d0d1087d02755,,141,slide,consulting deliverable,Circular IQ,sustainability / circular economy; market research / growth; brand / marketing,medium,client analysis and recommendations,,"Circular IQ x 180 Degrees Consulting Internal & Competitor Analysis Consultant Profile David Prochazka TEAM LEADER ZHI YU YAP CONSULTANT FERDINAND CRUX CONSULTANT CHARLOTTE SCHNEIDER CONSULTANT JULIAN BRÜGELMANN CONSULTANT RICCARDO IANNIS CONSULTANT ARMAND MONA CONSULTING DIRECTOR Agenda Introduction of Circular IQ Market Overview Positioning Strategy Q&A Competitor Analysis 01 Introduction We have the following understanding of Circular IQ . The Mission Circular IQ aims to support businesses in creating sustainable, holistic value beyond profit through circular economy principles , regenerative economics, and data-driven insights to prevent greenwashing. Business Model Circular IQ offers access to its CTI Tool to a wide range of clients as tiered yearly subscriptions: Lite (test version – free) Plus (basic support – € 12.500) Premium (deeper support – € 27 .500) Enterprise (highest level of support and functionalities – individual quote)"
DOC-015,C:\Users\User\Desktop\180 deliverables\180DC x Kevlinx Full Project.pdf,180DC x Kevlinx Full Project.pdf,.pdf,6339747,2026-07-04T13:31:12+02:00,3e7159eb9a4abd5cb9113b36965a92da604cdaff4a5dc717981a357ebfff8ecc,,145,page,consulting deliverable,Kevlinx,sustainability / circular economy; market research / growth; brand / marketing,high,commercial/financial data; client analysis and recommendations,PowerPoint Presentation,"Kevlinx Optimization Strategy First Deliverable APRIL 2026 2180 DEGREES CONSULTING Meet our consulting team Team Leader Matteo Piana Consulting Director Anna Sloan Maxime Bos Consultant Ricky Kasi Consultant Dante Lisica Consultant Viktor Van den Berghe Consultant 3180 DEGREES CONSULTING Executive summary • Kevlinx should base capacity decisions on utilized MW rather than contracted or reserved MW, as contracted capacity materially overstates live load, especially for cloud customers. • A bottom-up forecasting approach is the most credible basis for planning, as it links expected demand to actual workload behavior and customer-specific utilization rather than to headline capacity figures. • Overselling is not the most attractive near-term monetization lever for Kevlinx: while limited overselling can generate some upside, the benefit turns negative once reliability risk is properly considered in AI-heavy environments. • Kevlinx’s present no-overselling stance is justified given its market positioning, the absence of BRU01 operating history, and the importance of building a strong reliability track record with early customers. • The sales pipeline can be translated into a probabilistic capacity view, indicating that additional capacity may need to be phased in over time rather than committed all at once. • As rack densities rise, traditional air cooling will become insufficient for a larger share of the future campus. Among the available options, direct-to-chip liquid cooling seams to be the most practical near-term solution for high-density halls. • To support these decisions, Kevlinx should build a single operational dashboard combining reserved, contracted, and utilized MW with risk, cooling, and financial metrics. This would improve day-to-day visibility and strengthen investment decisions. • Overall, Kevlinx should prioritize disciplined expansion timing, better utilization quality, and stronger operational visibility over aggressive monetization strategies, whil"
DOC-016,C:\Users\User\Desktop\180 deliverables\180DC-BoB slide deck.pptx (1).pdf,180DC-BoB slide deck.pptx (1).pdf,.pdf,1131616,2026-07-04T13:51:42+02:00,bd5058db2ff7fd27762ac59417c98782be3c2b3ee8862d59cd80c4c268162609,,14,page,consulting deliverable,BoB .,sustainability / circular economy; market research / growth; brand / marketing,high,commercial/financial data; client analysis and recommendations,180DC-BoB slide deck.pptx,"September 2016 November 2022 BUTCHER OF BLUE DELIVERABLE ONE 180 DEGREES CONSULTING 2 CURRENT STRATEGY Headquartered in Amersfoort Butcher of Blue 01 MARCH Producer of high quality seasonal clothing Clothing Brand02 Collaborates with over 140 retailers Small D2C presence via webshop B2B Business Model 03 90% male clothing 10% women’s wear Portfolio Works personally with each retailer for product selection. No direct relationship with end consumers Customer Relationships Working with suppliers worldwide Selling products in the Netherlands and Germany BENELUX 180 DEGREES CONSULTING 3 SWOT ANAL YSIS S W O T Strengths Weaknesses Opportunities Threats Positive Negative Internal FactorsExternal Factors High quality, made to last products Meaningful company story Longevity of the pieces makes them more sustainable Good connections to retailers STRENGTHS Little market presence or reputation Lack of a clear marketing message Difﬁculty in responding quickly to rapid increases in demand Limited product stock and shelf life of some materials WEAKNESSES Change into a D2C model to increase price ﬂexibility Diffuse brand image as authentic and local Collaborate with brands and celebrities OPPORTUNITIES Fast fashion industry Well established competing brands High dependency on retailers Growing preference for online shopping THREATS 180 DEGREES CONSULTING 4 ORGANIZATIONAL CHART 180 DEGREES CONSULTING 5 BPMN OF SALE"
DOC-017,C:\Users\User\Desktop\180 deliverables\180DC-MAWG-Deliverable1 incl TSOTC Research.pdf,180DC-MAWG-Deliverable1 incl TSOTC Research.pdf,.pdf,3437015,2026-07-04T13:53:16+02:00,70d64762de88592eabd8a8c7b6a63a07c834a5a2345905b2e7303f128f5e6c6f,,27,page,consulting deliverable,MAWG,impact measurement; market research / growth; brand / marketing,high,commercial/financial data; client analysis and recommendations,,"SUGGESTED USES: IMPACT MEASUREMENT Market Analysis of Individual Donors in GreeceDeliverable 1Friday, November 112022 180 DEGREES CONSULTING 2 The180DCanalysisshowsthattheGreekeconomyisgrowingwhileGreekspeopleareincreasinglydonatingtheirmoneytodifferentcharities.Moreover,theGreekgovernmentofferstaxreductions,whichfurtherincentivizedonationbehavior. Notonlythat,butthecompetitoranalysisshowsthattherearethreecompetitorswhooperateinthesamestrategicgroupasMakeaWish,namely‘TheSmileOfTheChild’,‘Floga’and‘Elpida’.Thesecompetitorsalsofocusondonationstowardschildrenandpossesscomparablemarketingactivitiesandcapabilities.ItstandsoutthatnoneofthecompetitorsactsintheactualsamemarketasMakeaWishfocusesonthepsychologicalhealthofchildren. Thus,themaintakeawayfromthecompetitoranalysisisthatthefocusofMAWGshouldbetodifferentiatethroughtheirpsychologicaleffectsandtoemphasizeitwithintheirmarketingactivities. ItisessentialtoreachthepotentialGreekdonorsthroughdifferentplatformsandemphasizethedifferentiationofMAW. Furthermore,theWorldGivingIndexintheyears2019and2022showsthatthereisanincreaseintheGreekpopulationtodonatemoney.Thosefindingsalignwiththeriseofphilanthropyseenallovertheworld.Overall,thisresultsinanincreasingpotentialtofulfilmorechildren’swishes. Executive SummaryIncreasing donation and social media behavior in Greece and no competitor in the same niche as MAW Executive Summary | Introduction | External Analysis | Financial Observations | Competitor Analysis | Outlook & Next Steps 180 DEGREES CONSULTING 3 Today’sAgenda Financial ObservationsCompetitor AnalysisOutlook & Next Steps External Analysis Introduction Executive Summary | Introduction| External Analysis | Financial Observations | Competitor Analysis | Outlook & Next Steps 180 DEGREES CONSULTING 4 Tim FischmannTeam Leader Youssef FarahConsulting DirectorGiacomo SofiConsultant Alessandra FiorentinoConsultant Rohit RungtaConsultant Navya KalaConsultant Mark LichtmannConsultant Suki SamaraConsultant Meet our TeamExecutive Summa"
DOC-018,C:\Users\User\Desktop\180 deliverables\180DC-Project_Proposal_Brand-Development (1).pdf,180DC-Project_Proposal_Brand-Development (1).pdf,.pdf,159608,2026-07-04T13:41:44+02:00,6c142d1a4492976aa9b65b4d169799bbd92445ff8408a78962f2641c1f527990,DUP-001,3,page,proposal/brief,Project Proposal Brand Development,sustainability / circular economy; market research / growth; brand / marketing,high,commercial/financial data; scope/internal planning,,"180 Degrees Consulting Project Brief PROJECT SCOPE Organizational Background Organization: Vet & Lazy Services: Vet & Lazy is a Dutch brewer based in Rotterdam who brews beer based on local raw materials. Vet & Lazy’s first beers were produced in the Summer of 2015 – the company has only scaled um since. Now, Vet & Lazy sells 6 beers in multiple stores such as Alber t Heijn and is becoming famous in the Rotterdam region. To quantify their growth, the brewer started with a production of 30L to the production of 40hl/month but aimed to increase this potential to 100hl/month. Vet & Lazy aims at having a positive societal impact by using local raw materials directly from the producer. As such, intermediaries are cut and the direct link to the producers enables them to receive a fairer price for their product. As such, Vet & Lazy benefits the local community. The brewer also has a positive impact from an environmental perspective. First, since the company mainly uses raw materials from local sources, the ecological impact is reduced since they do not come from far away foreign countries. Second, the company developed multiple technological tools to reduce its CO2 impact. One example of it is a technological initiative to use the production heat to heat the floor of Blue City Rotterdam. Third, as the production of beer uses a lot of water, Vet & Lazy partially uses the water of the Maas river as an incentive not to waste pure water. Fourth, Vet & Lazy will also partner with other organisations to for example use the waste during the beer production and recycle it to transform it into products that can be consumed. Customers: Vet & Lazy targets any beer lover in the B2C market. More recently, however, the company also operated with major B2B retailers such as Albert Heijn. Still, the final target remains beer lovers who appreciate good local beer brewed by a brewer with character. Contact Persons: - Okke (Co-Founder) - Any other employee familiar with the project scope The"
DOC-019,C:\Users\User\Desktop\180 deliverables\180DC-Project_Proposal_Brand-Development.pdf,180DC-Project_Proposal_Brand-Development.pdf,.pdf,159608,2026-07-04T13:41:40+02:00,6c142d1a4492976aa9b65b4d169799bbd92445ff8408a78962f2641c1f527990,DUP-001,3,page,proposal/brief,Project Proposal Brand Development,sustainability / circular economy; market research / growth; brand / marketing,high,commercial/financial data; scope/internal planning,,"180 Degrees Consulting Project Brief PROJECT SCOPE Organizational Background Organization: Vet & Lazy Services: Vet & Lazy is a Dutch brewer based in Rotterdam who brews beer based on local raw materials. Vet & Lazy’s first beers were produced in the Summer of 2015 – the company has only scaled um since. Now, Vet & Lazy sells 6 beers in multiple stores such as Alber t Heijn and is becoming famous in the Rotterdam region. To quantify their growth, the brewer started with a production of 30L to the production of 40hl/month but aimed to increase this potential to 100hl/month. Vet & Lazy aims at having a positive societal impact by using local raw materials directly from the producer. As such, intermediaries are cut and the direct link to the producers enables them to receive a fairer price for their product. As such, Vet & Lazy benefits the local community. The brewer also has a positive impact from an environmental perspective. First, since the company mainly uses raw materials from local sources, the ecological impact is reduced since they do not come from far away foreign countries. Second, the company developed multiple technological tools to reduce its CO2 impact. One example of it is a technological initiative to use the production heat to heat the floor of Blue City Rotterdam. Third, as the production of beer uses a lot of water, Vet & Lazy partially uses the water of the Maas river as an incentive not to waste pure water. Fourth, Vet & Lazy will also partner with other organisations to for example use the waste during the beer production and recycle it to transform it into products that can be consumed. Customers: Vet & Lazy targets any beer lover in the B2C market. More recently, however, the company also operated with major B2B retailers such as Albert Heijn. Still, the final target remains beer lovers who appreciate good local beer brewed by a brewer with character. Contact Persons: - Okke (Co-Founder) - Any other employee familiar with the project scope The"
DOC-020,C:\Users\User\Desktop\180 deliverables\180DC_2nd Deliverable (3).pdf,180DC_2nd Deliverable (3).pdf,.pdf,1685645,2026-07-04T13:53:28+02:00,c479c28821111ce70dca6d9c432fa916a11560f2e4b88bd0c4729918b95d86e5,,32,page,consulting deliverable,SCC,operations / procurement; digital / product,high,commercial/financial data; client analysis and recommendations,,"Benchmark & Compliance Analysis2ndDeliverable (09.12.22) 2180 DEGREES CONSULTING MEET OUR GREAT TEAM Consulting DirectorKoppanyHajoTeam LeaderPascal Winterhalder ConsultantArshia RezaeehaiJavadiConsultantBernardo HenriquesConsultantJasmine Zheng ConsultantJessnaPakzadConsultantMaria PredescuConsultantPragunSrivastava 180 DEGREES CONSULTING 3 EXECUTIVE SUMMARYANALYSISOuranalysisofthetwomodelswillconsiderthefollowingfactors/variables. •Logistics•Transportation•Equipment/suppliers•Labour•Quality •Considerations•Cost•Risk•Control BACKGROUNDSouthernCrossCareAustraliahasbeenfocusingonsupportingtheagedcommunitywithanchoronqualityoflife.AsapartofinitiativesofprovidingbakeryproductstailoredtothehealthandpreferencesoftheresidentsintheSouthAustraliaregion,SCCisinneedofanin-housebakerymodelbestfittedforSCC’sgoalsandresources. IMPACT&DECISIONSWewilltakethefollowingstepstorecommendcomprehensivein-housebakerymodelmostsuitedforSCC’scurrentstandingandfuturepotentials.Afinalcomparisonandevaluationismadeoftheadvantagesanddisadvantagesbetweenthetwomodels.Withthis,wearriveatanappraisalforthetwomodels,whichSCCcanconsiderintheirdecision. PROBLEMSTRUCTUREWehavedevelopedtwomodelsforSCC'sin-housebakery–acentralizedoptionandanon-siteoption.Eachofthesemodelshavetheirstrengthsandweaknesses,consideringthelogistics,transportation,equipment,costs,andlabourrequirementsofbothmodels. Anefficientin-housemodeltosupporthealthybakeryproductsforresidentsinSCC'sSouthAustraliaresidence 180 DEGREES CONSULTING 4 TODAY'SAGENDA 1. Overview 3. Centralized bakery2. Equipment and suppliersCentralized vs. On-site model Necessary resources for both models 4. On-site bakery 6. Appendix5. Future outlookLocation & Transportation Quality, Transportation & Labour Next steps Additional supporting information 180 DEGREES CONSULTING 5 01OverviewCentralized vs. On-site model Overview| Equipment and suppliers | Centralized bakery| On-site bakery | Future outlook | Appendix"
DOC-021,C:\Users\User\Desktop\180 deliverables\180DC_3rd Deliverable (1).pdf,180DC_3rd Deliverable (1).pdf,.pdf,1393293,2026-07-04T13:53:30+02:00,02c1ca924d04d6129007c3565534072a963094aa859d6a46bd2867533f912d4e,,22,page,consulting deliverable,SCC,brand / marketing; operations / procurement,medium,client analysis and recommendations,,"Implementation Plan3rdDeliverable (08.02.23) 2180 DEGREES CONSULTING MEET OUR GREAT TEAM Consulting DirectorKoppanyHajdoTeam LeaderPascal Winterhalder ConsultantArshia RezaeehaiJavadiConsultantBernardo HenriquesConsultantJasmine Zheng ConsultantJessnaPakzadConsultantMaria PredescuConsultantPragunSrivastava 180 DEGREES CONSULTING 3 EXECUTIVE SUMMARYANALYSISTherisksconnectedtotheimplementationofthecentralizedmodelarethefollowing:•Transportation•Likelihood:Medium•Impact:Medium•Equipment&Suppliers•Likelihood:Low•Impact:Medium•Labour•Likelihood:Medium•Impact:High•Quality•Likelihood:Medium•Impact:High BACKGROUNDSouthernCrossCareAustraliahasbeenfocusingonsupportingtheagedcommunitywithanchoronqualityoflife.AsapartofinitiativesofprovidingbakeryproductstailoredtothehealthandpreferencesoftheresidentsintheSouthAustraliaregion,SCCisinneedofanin-housebakerymodelbestfittedforSCC’sgoalsandresources. IMPLEMENTATIONLabourandqualityposethebiggestriskswhenimplementingthecentralizedmodel.Tomitigatetheserisks,solutionshavebeenhighlightedthroughoutthispresentation.Seekinginternalalignmentshouldbethefirststepoftheimplementation,followedbyconstructionplansandprocurement.Asuppliernetworkmustbeestablishedaftercompletingrenovationsasthefollowingstep.Alaststepbeforethelaunchistoengageinextensiveexternalmarketing.PROBLEMSTRUCTUREHavinganalysedtheadvantagesanddisadvantagesoftheon-siteandcentralizedmodel,thelatteroneoffersthemostbenefitstoSCC.Implementingacentralizedbakerymodelentailsriskswhichhavetobeanalysedconsideringthelogistics,transportation,equipment,costs,andlabour. Anefficientin-housemodeltosupporthealthybakeryproductsforresidentsinSCC'sSouthAustraliaresidence 180 DEGREES CONSULTING 4 TODAY'SAGENDA 1. Overview 3. Equipment & Suppliers 2. TransportationCentralized model Implementation risks 4. Labour& Quality5. Implementation PlanImplementation risks Implementation risks GhantChart & Score Card 180 DEGREES CONSULTING 5 01Overview –Centralised ModelPotential Risks: Transportation, Equipment"
DOC-022,C:\Users\User\Desktop\180 deliverables\180DC_MAWG_Deliverable2_Final.pptx.pdf,180DC_MAWG_Deliverable2_Final.pptx.pdf,.pdf,2518096,2026-07-04T13:53:18+02:00,930d6d1d779e1bd301da07c46c494b56d69f64ea7aeba94b53f9231ba42d50f0,,35,page,consulting deliverable,MAWG,impact measurement; market research / growth; brand / marketing,high,possible personal/contact or confidential data; commercial/financial data; client analysis and recommendations,180DC_MAWG_Deliverable2_Final.pptx,"SUGGESTED USES: IMPACT MEASUREMENT Profiles & Behaviours of Potential Individual Donors of MAWG Deliverable 2 Friday, December 9, 2022 180 DEGREES CONSULTING 2 Executive Summary MAWG needs a holistic marketing strategy, tailoring its organizational appearance and marketing channels to donor proﬁles of each segment. Executive Summary | Introduction | Segmentation | Marketing Channels | Outlook & Next Steps Segmentation We deﬁne 5 main sub-segments that should be addressed by MAW within the segments of donors and potential donors. For each segment we identiﬁed patterns that can help MAW address them and to move people through the donor journey. Focusing on returning donors can be very promising, because they can positively impact other segments by word-of-mouth promotion. Interesting patterns include: • Most donors are Female and between 25 and 54 • Motivations to donate differ, ranging from ‘beneﬁt to others’ (e.g. philanthropy) to ‘beneﬁt to self’ (e.g. own reputation). • Wealthy donors respond to better to a different, more individualized communication approach, while less wealthy donors prefer shared goals • Many more patterns can be found on the slides of this part Marketing Channels An analysis of the different available marketing channels for MAWG revealed: 1. The most visited channels are the website, e-shop and social media pages 2. Potential new donor strategies are seen through competitors 3. Sales and donations peak in February-March, April and December 4. Facebook is better for social media engagement, but Instagram is better to redirect donors to links 5. Most popular item is the Wishing Star, but Chris MAW T eddy-Bear produces most revenue 6. Overall, we recommend to focus marketing efforts both on retaining new visitors and on keeping returning visitors engaged The third and ﬁnal Deliverable in Jan 2023 will build on those insights, resulting in a holistic marketing strategy for Make A Wish Greece. 180 DEGREES CONSULTING 3 T oday’s Agenda Marketing Cha"
